Tipo de Inmueble,Direccion,Area Construida,Area Total,Pisos,dormitorios,baños,Cochera,Precio Soles,Precio Dolares
TERRENO URBANO EN VENTA,"Lima, Lima, Punta Negra",Área Terreno : 228.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 253,764.00","USD 68,400.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Santiago de Surco",Área Construida : 65.00 m²,Área Ocupada : 65.00 m²,Pisos : 3,Habitaciones : 2,Baños : 2,Cocheras : 1,"S/. 2,400.00",USD 645.00
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Juan de Miraflores",Área Construida : 56.00 m²,Área Ocupada : 56.00 m²,Pisos : 3,Habitaciones : 2,Baños : 1,Cocheras : 0,"S/. 1,000.00",USD 268.00
CASA URBANA EN VENTA,"Lambayeque, Chiclayo, Pimentel",Área Terreno : 125.00 m2,Área Construida : 375.00 m²,Pisos : 3,Habitaciones : 10,Baños : 5,Cocheras : 0,"S/. 600,000.00","USD 161,290.00"
CASA EN VENTA,"Lima, Lima, Independencia",Área Terreno : 200.00 m2,Área Construida : 300.00 m²,Pisos : 2,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 575,050.00","USD 155,000.00"
DEPARTAMENTO EN ALQUILER,"Lima, Lima, San Borja",Área Construida : 120.00 m²,Área Ocupada : 120.00 m²,Pisos : 2,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 5,194.00","USD 1,400.00"
DEPARTAMENTO EN CONDOMINIO EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 74.57 m²,Área Ocupada : 74.57 m²,Pisos : 15,Habitaciones : 3,Baños : 2,Cocheras : 2,"S/. 408,100.00","USD 110,000.00"
ALMACÉN EN ALQUILER,"Lima, Lima, Lince",Área Construida : 225.00 m²,Área Ocupada : 0 m²,Pisos : 1,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 6,000.00","USD 1,612.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Borja",Área Construida : 94.06 m²,Área Ocupada : 94.06 m²,Pisos : 5,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 445,200.00","USD 120,000.00"
CASA URBANA EN VENTA,"Arequipa, Arequipa, Cerro Colorado",Área Terreno : 120.00 m2,Área Construida : 211.47 m²,Pisos : 3,Habitaciones : 6,Baños : 5,Cocheras : 1,"S/. 742,000.00","USD 200,000.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Miraflores",Área Construida : 68.08 m²,Área Ocupada : 68.08 m²,Pisos : 4,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 2,800.00",USD 752.00
CASA URBANA EN VENTA,"Lambayeque, Chiclayo, Chiclayo",Área Terreno : 69.76 m2,Área Construida : 69.76 m²,Pisos : 1,Habitaciones : 2,Baños : 1,Cocheras : 0,"S/. 204,050.00","USD 55,000.00"
LOCAL COMERCIAL EN ALQUILER,"Junin, Huancayo, Huancayo",Área Construida : 185.00 m²,Área Ocupada : 0 m²,Pisos : 1,Habitaciones : 4,Baños : 2,Cocheras : 0,"S/. 1,600.00",USD 430.00
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Miguel",Área Construida : 85.00 m²,Área Ocupada : 117.00 m²,Pisos : 1,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 649,250.00","USD 175,000.00"
DEPARTAMENTO DUPLEX EN ALQUILER,"Lima, Lima, Miraflores",Área Construida : 134.83 m²,Área Ocupada : 203.73 m²,Pisos : 7,Habitaciones : 3,Baños : 3,Cocheras : 2,"S/. 5,936.00","USD 1,600.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Miraflores",Área Construida : 107.40 m²,Área Ocupada : 107.40 m²,Pisos : 2,Habitaciones : 3,Baños : 3,Cocheras : 1,"S/. 4,266.00","USD 1,150.00"
CASA URBANA EN VENTA,"Lima, Lima, Ate",Área Terreno : 120.00 m2,Área Construida : 120.00 m²,Pisos : 2,Habitaciones : 3,Baños : 3,Cocheras : 1,"S/. 964,600.00","USD 260,000.00"
CASA EN VENTA,"Lima, Prov. Const. Del Callao, Callao",Área Terreno : 160.00 m2,Área Construida : 122.00 m²,Pisos : 1,Habitaciones : 3,Baños : 2,Cocheras : 3,"S/. 593,600.00","USD 160,000.00"
TERRENO URBANO EN VENTA,"Lima, Lima, Lurigancho",Área Terreno : 195.81 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 296,800.00","USD 80,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Chorrillos",Área Construida : 87.00 m²,Área Ocupada : 97.00 m²,Pisos : 1,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 463,750.00","USD 125,000.00"
CASA URBANA EN VENTA,"Lima, Lima, San Juan de Lurigancho",Área Terreno : 90.00 m2,Área Construida : 90.00 m²,Pisos : 2,Habitaciones : 2,Baños : 3,Cocheras : 0,"S/. 178,080.00","USD 48,000.00"
LOCAL EN ALQUILER,"Lima, Lima, San Juan de Lurigancho",Área Construida : 200.00 m²,Área Ocupada : 0 m²,Pisos : 4,Habitaciones : 9,Baños : 4,Cocheras : 0,"S/. 48,230.00","USD 13,000.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, La Victoria",Área Construida : 52.74 m²,Área Ocupada : 52.74 m²,Pisos : 6,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 2,500.00",USD 672.00
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, San Juan de Miraflores",Área Construida : 69.42 m²,Área Ocupada : 69.42 m²,Pisos : 2,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 270,000.00","USD 72,580.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Jesus Maria",Área Construida : 40.00 m²,Área Ocupada : 40.00 m²,Pisos : 16,Habitaciones : 1,Baños : 1,Cocheras : 0,"S/. 1'202,040.00","USD 324,000.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, Chorrillos",Área Construida : 87.00 m²,Área Ocupada : 87.00 m²,Pisos : 3,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 315,350.00","USD 85,000.00"
PROYECTOS EN VENTA,"Lima, Lima, San Isidro",Área Terreno : 78.84 m2,Área Construida : 78.84 m²,Pisos : 0,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 731,241.00","USD 197,100.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Miraflores",Área Construida : 71.00 m²,Área Ocupada : 71.00 m²,Pisos : 6,Habitaciones : 1,Baños : 1,Cocheras : 1,"S/. 2,671.00",USD 720.00
CASA EN VENTA,"Lima, Lima, San Martin de Porres",Área Terreno : 236.00 m2,Área Construida : 236.00 m²,Pisos : 0,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 445,200.00","USD 120,000.00"
DEPARTAMENTO EN ALQUILER,"Lima, Prov. Const. Del Callao, La Perla",Área Construida : 37.62 m²,Área Ocupada : 37.62 m²,Pisos : 17,Habitaciones : 1,Baños : 1,Cocheras : 0,"S/. 1,250.00",USD 336.00
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Isidro",Área Construida : 105.00 m²,Área Ocupada : 105.00 m²,Pisos : 9,Habitaciones : 2,Baños : 3,Cocheras : 1,"S/. 3,802.00","USD 1,025.00"
CASA URBANA EN VENTA,"Arequipa, Arequipa, Sachaca",Área Terreno : 130.00 m2,Área Construida : 60.00 m²,Pisos : 3,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 482,300.00","USD 130,000.00"
TERRENO EN VENTA,"Lima, Cañete, Asia",Área Terreno : 151.48 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 129,850.00","USD 35,000.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, San Martin de Porres",Área Construida : 120.00 m²,Área Ocupada : 120.00 m²,Pisos : 1,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 1,300.00",USD 349.00
LOCAL COMERCIAL EN VENTA,"Lima, Lima, Chorrillos",Área Construida : 5.68 m²,Área Ocupada : 0 m²,Pisos : 1,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 81,620.00","USD 22,000.00"
CASA URBANA EN VENTA,"Lima, Lima, Santiago de Surco",Área Terreno : 356.71 m2,Área Construida : 322.69 m²,Pisos : 2,Habitaciones : 5,Baños : 3,Cocheras : 2,"S/. 2'682,330.00","USD 723,000.00"
LOCAL COMERCIAL EN ALQUILER,"Piura, Piura, Catacaos",Área Construida : 100.00 m²,Área Ocupada : 0 m²,Pisos : 0,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 3,200.00",USD 860.00
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Comas",Área Construida : 90.00 m²,Área Ocupada : 90.00 m²,Pisos : 1,Habitaciones : 1,Baños : 1,Cocheras : 0,S/. 600.00,USD 161.00
CASA URBANA EN VENTA,"Tacna, Tacna, Tacna",Área Terreno : 120.00 m2,Área Construida : 183.02 m²,Pisos : 3,Habitaciones : 4,Baños : 3,Cocheras : 0,"S/. 575,050.00","USD 155,000.00"
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Comas",Área Construida : 100.00 m²,Área Ocupada : 100.00 m²,Pisos : 3,Habitaciones : 2,Baños : 1,Cocheras : 0,S/. 800.00,USD 215.00
CASA URBANA EN ALQUILER,"Lima, Lima, Breña",Área Terreno : 328.00 m2,Área Construida : 750.00 m²,Pisos : 3,Habitaciones : 18,Baños : 6,Cocheras : 0,"S/. 14,098.00","USD 3,800.00"
CASA URBANA EN VENTA,"Lima, Lima, Breña",Área Terreno : 328.00 m2,Área Construida : 750.00 m²,Pisos : 3,Habitaciones : 15,Baños : 6,Cocheras : 0,"S/. 2'578,450,000.00","USD 695'000,000.00"
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Comas",Área Construida : 60.00 m²,Área Ocupada : 60.00 m²,Pisos : 3,Habitaciones : 2,Baños : 1,Cocheras : 0,S/. 650.00,USD 174.00
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 95.00 m²,Área Ocupada : 132.00 m²,Pisos : 5,Habitaciones : 2,Baños : 3,Cocheras : 1,"S/. 946,050.00","USD 255,000.00"
OFICINA EN ALQUILER,"Lima, Lima, Miraflores",Área Construida : 35.00 m²,Área Ocupada : 35.00 m²,Pisos : 4,Habitaciones : 1,Baños : 0,Cocheras : 0,"S/. 1,780.00",USD 480.00
OFICINA EN ALQUILER,"Lima, Lima, Miraflores",Área Construida : 34.00 m²,Área Ocupada : 341.00 m²,Pisos : 3,Habitaciones : 1,Baños : 0,Cocheras : 0,"S/. 1,669.00",USD 450.00
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Los Olivos",Área Construida : 103.00 m²,Área Ocupada : 103.00 m²,Pisos : 3,Habitaciones : 4,Baños : 2,Cocheras : 0,"S/. 1,650.00",USD 443.00
MINIDEPARTAMENTO EN ALQUILER,"Arequipa, Arequipa, Jose Luis Bustamante Y Rivero",Área Construida : 8.00 m²,Área Ocupada : 8.00 m²,Pisos : 3,Habitaciones : 1,Baños : 1,Cocheras : 0,S/. 500.00,USD 134.00
TERRENO EN VENTA,"Lima, Pisco, Paracas",Área Terreno : 102.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 81,620.00","USD 22,000.00"
MINIDEPARTAMENTO EN ALQUILER,"Arequipa, Arequipa, Arequipa",Área Construida : 7.00 m²,Área Ocupada : 7.00 m²,Pisos : 2,Habitaciones : 1,Baños : 1,Cocheras : 0,S/. 400.00,USD 107.00
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, San Borja",Área Construida : 262.50 m²,Área Ocupada : 282.50 m²,Pisos : 4,Habitaciones : 4,Baños : 4,Cocheras : 0,"S/. 1'472,870.00","USD 397,000.00"
MINIDEPARTAMENTO EN ALQUILER,"Arequipa, Arequipa, Arequipa",Área Construida : 8.00 m²,Área Ocupada : 8.00 m²,Pisos : 2,Habitaciones : 1,Baños : 1,Cocheras : 0,S/. 600.00,USD 161.00
MINIDEPARTAMENTO EN ALQUILER,"Arequipa, Arequipa, Jose Luis Bustamante Y Rivero",Área Construida : 7.00 m²,Área Ocupada : 7.00 m²,Pisos : 2,Habitaciones : 1,Baños : 1,Cocheras : 0,S/. 600.00,USD 161.00
MINIDEPARTAMENTO EN ALQUILER,"Arequipa, Arequipa, Arequipa",Área Construida : 7.00 m²,Área Ocupada : 7.00 m²,Pisos : 2,Habitaciones : 1,Baños : 1,Cocheras : 0,S/. 400.00,USD 107.00
TERRENO URBANO EN VENTA,"Arequipa, Arequipa, La Joya","Área Terreno : 1,000.00 m2",Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 55,650.00","USD 15,000.00"
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Puente Piedra",Área Construida : 50.00 m²,Área Ocupada : 50.00 m²,Pisos : 0,Habitaciones : 2,Baños : 2,Cocheras : 0,S/. 800.00,USD 215.00
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Los Olivos",Área Construida : 123.63 m²,Área Ocupada : 123.63 m²,Pisos : 2,Habitaciones : 3,Baños : 1,Cocheras : 0,"S/. 612,150.00","USD 165,000.00"
CASA URBANA EN ALQUILER,"Lima, Lima, La Molina",Área Terreno : 263.66 m2,Área Construida : 433.00 m²,Pisos : 3,Habitaciones : 3,Baños : 3,Cocheras : 2,"S/. 7,420.00","USD 2,000.00"
DEPARTAMENTO FLAT EN ALQUILER,"Arequipa, Arequipa, Jose Luis Bustamante Y Rivero",Área Construida : 90.00 m²,Área Ocupada : 90.00 m²,Pisos : 13,Habitaciones : 3,Baños : 2,Cocheras : 1,"S/. 1,750.00",USD 470.00
TERRENO URBANO EN VENTA,"Arequipa, Arequipa, La Joya","Área Terreno : 1,000.00 m2",Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 55,650.00","USD 15,000.00"
LOCAL COMERCIAL EN ALQUILER,"Lima, Lima, San Martin de Porres",Área Construida : 155.00 m²,Área Ocupada : 0 m²,Pisos : 1,Habitaciones : 1,Baños : 1,Cocheras : 0,"S/. 2,671.00",USD 720.00
TERRENO URBANO EN VENTA,"Junin, Chupaca, Tres de Diciembre",Área Terreno : 93.91 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 75,128.00","USD 20,195.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Pueblo Libre",Área Construida : 30.00 m²,Área Ocupada : 30.00 m²,Pisos : 7,Habitaciones : 1,Baños : 1,Cocheras : 0,"S/. 220,745.00","USD 59,500.00"
DEPARTAMENTO DUPLEX EN ALQUILER,"Lima, Lima, Miraflores",Área Construida : 134.83 m²,Área Ocupada : 203.73 m²,Pisos : 7,Habitaciones : 3,Baños : 3,Cocheras : 2,"S/. 5,936.00","USD 1,600.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Lima",Área Construida : 32.60 m²,Área Ocupada : 32.60 m²,Pisos : 3,Habitaciones : 1,Baños : 1,Cocheras : 0,"S/. 1,855.00",USD 500.00
DEPARTAMENTO EN ALQUILER,"Lima, Lima, Rimac",Área Construida : 54.00 m²,Área Ocupada : 54.00 m²,Pisos : 14,Habitaciones : 2,Baños : 1,Cocheras : 0,"S/. 1,100.00",USD 295.00
CASA URBANA EN VENTA,"Lima, Lima, Carabayllo",Área Terreno : 250.00 m2,Área Construida : 480.00 m²,Pisos : 2,Habitaciones : 16,Baños : 12,Cocheras : 1,"S/. 775,390.00","USD 209,000.00"
CASA URBANA EN VENTA,"Lima, Lima, San Martin de Porres",Área Terreno : 103.83 m2,Área Construida : 149.22 m²,Pisos : 2,Habitaciones : 3,Baños : 3,Cocheras : 0,"S/. 352,450.00","USD 95,000.00"
CASA URBANA EN VENTA,"Lima, Lima, Ate",Área Terreno : 120.00 m2,Área Construida : 120.00 m²,Pisos : 2,Habitaciones : 3,Baños : 3,Cocheras : 1,"S/. 964,600.00","USD 260,000.00"
TERRENO URBANO EN VENTA,"Lima, Lima, Lurigancho",Área Terreno : 195.81 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 296,800.00","USD 80,000.00"
CASA URBANA EN VENTA,"Lima, Lima, Breña",Área Terreno : 328.00 m2,Área Construida : 750.00 m²,Pisos : 3,Habitaciones : 15,Baños : 6,Cocheras : 0,"S/. 2'578,450,000.00","USD 695'000,000.00"
CASA URBANA EN ALQUILER,"Lima, Lima, Breña",Área Terreno : 328.00 m2,Área Construida : 750.00 m²,Pisos : 3,Habitaciones : 18,Baños : 6,Cocheras : 0,"S/. 14,098.00","USD 3,800.00"
TERRENO EN VENTA,"Arequipa, Arequipa, Sabandia",Área Terreno : 376.26 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 263,410.00","USD 71,000.00"
TERRENO EN VENTA,"Arequipa, Arequipa, Sabandia",Área Terreno : 709.30 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 489,720.00","USD 132,000.00"
TERRENO EN VENTA,"Lima, Pisco, Paracas",Área Terreno : 102.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 81,620.00","USD 22,000.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Miraflores",Área Construida : 107.40 m²,Área Ocupada : 107.40 m²,Pisos : 2,Habitaciones : 3,Baños : 3,Cocheras : 1,"S/. 4,266.00","USD 1,150.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, Comas",Área Construida : 50.00 m²,Área Ocupada : 50.00 m²,Pisos : 12,Habitaciones : 3,Baños : 1,Cocheras : 0,"S/. 155,000.00","USD 41,666.00"
CASA URBANA EN VENTA,"Cusco, Urubamba, Urubamba",Área Terreno : 719.23 m2,Área Construida : 137.97 m²,Pisos : 0,Habitaciones : 3,Baños : 3,Cocheras : 0,"S/. 1'072,190.00","USD 289,000.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Miraflores",Área Construida : 71.00 m²,Área Ocupada : 71.00 m²,Pisos : 6,Habitaciones : 1,Baños : 1,Cocheras : 1,"S/. 2,671.00",USD 720.00
TERRENO EN VENTA,"Arequipa, Arequipa, Sabandia",Área Terreno : 406.76 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 278,250.00","USD 75,000.00"
TERRENO EN VENTA,"Arequipa, Arequipa, Sabandia",Área Terreno : 373.91 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 257,845.00","USD 69,500.00"
TERRENO EN VENTA,"Arequipa, Arequipa, Sabandia",Área Terreno : 318.16 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 220,745.00","USD 59,500.00"
LOCAL COMERCIAL EN ALQUILER,"Lima, Lima, Chorrillos",Área Construida : 116.74 m²,Área Ocupada : 0 m²,Pisos : 1,Habitaciones : 0,Baños : 2,Cocheras : 0,"S/. 3,300.00",USD 887.00
CASA URBANA EN VENTA,"Arequipa, Arequipa, Arequipa",Área Terreno : 131.61 m2,Área Construida : 207.38 m²,Pisos : 3,Habitaciones : 4,Baños : 3,Cocheras : 1,"S/. 1'001,700.00","USD 270,000.00"
DEPARTAMENTO EN ALQUILER,"Lima, Prov. Const. Del Callao, La Perla",Área Construida : 37.62 m²,Área Ocupada : 37.62 m²,Pisos : 17,Habitaciones : 1,Baños : 1,Cocheras : 0,"S/. 1,250.00",USD 336.00
TERRENO URBANO EN VENTA,"Lima, Lima, Carabayllo",Área Terreno : 121.84 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 170,660.00","USD 46,000.00"
DEPARTAMENTO FLAT EN ALQUILER,"Cusco, Cusco, Cusco",Área Construida : 85.00 m²,Área Ocupada : 85.00 m²,Pisos : 5,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 2,000.00",USD 537.00
CASA URBANA EN VENTA,"San Martin, San Martín, La Banda de Shilcayo",Área Terreno : 112.80 m2,Área Construida : 120.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 320,000.00","USD 86,021.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, La Molina",Área Construida : 148.94 m²,Área Ocupada : 148.94 m²,Pisos : 2,Habitaciones : 4,Baños : 2,Cocheras : 2,"S/. 853,300.00","USD 230,000.00"
OFICINA EN ALQUILER,"Lima, Lima, Comas",Área Construida : 90.00 m²,Área Ocupada : 90.00 m²,Pisos : 4,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 1,000.00",USD 268.00
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Santiago de Surco",Área Construida : 104.00 m²,Área Ocupada : 104.00 m²,Pisos : 7,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 853,300.00","USD 230,000.00"
DEPARTAMENTO DUPLEX EN ALQUILER,"Lima, Lima, Miraflores",Área Construida : 134.83 m²,Área Ocupada : 203.73 m²,Pisos : 7,Habitaciones : 3,Baños : 3,Cocheras : 2,"S/. 5,936.00","USD 1,600.00"
TERRENO URBANO EN VENTA,"Arequipa, Arequipa, Cerro Colorado",Área Terreno : 108.38 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 352,450.00","USD 95,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",Área Construida : 106.12 m²,Área Ocupada : 106.12 m²,Pisos : 13,Habitaciones : 3,Baños : 3,Cocheras : 1,"S/. 778,729.00","USD 209,900.00"
DEPARTAMENTO EN VENTA,"Lima, Lima, Los Olivos",Área Construida : 57.97 m²,Área Ocupada : 70.50 m²,Pisos : 1,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 389,550.00","USD 105,000.00"
DEPARTAMENTO FLAT EN VENTA,"Lima, Lima, Miraflores",Área Construida : 155.00 m²,Área Ocupada : 155.00 m²,Pisos : 4,Habitaciones : 3,Baños : 3,Cocheras : 1,"S/. 1'057,350.00","USD 285,000.00"
CASA EN VENTA,"Lima, Prov. Const. Del Callao, Callao",Área Terreno : 160.00 m2,Área Construida : 122.00 m²,Pisos : 1,Habitaciones : 3,Baños : 2,Cocheras : 3,"S/. 593,600.00","USD 160,000.00"
TERRENO URBANO EN VENTA,"Lima, Prov. Const. Del Callao, Ventanilla",Área Terreno : 180.00 m2,Área Construida : 0.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 129,600.00","USD 34,838.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Santiago de Surco",Área Construida : 87.00 m²,Área Ocupada : 87.00 m²,Pisos : 3,Habitaciones : 2,Baños : 2,Cocheras : 0,"S/. 1,800.00",USD 483.00
CASA EN VENTA,"Lima, Lima, San Martin de Porres",Área Terreno : 236.00 m2,Área Construida : 236.00 m²,Pisos : 0,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 445,200.00","USD 120,000.00"
DEPARTAMENTO FLAT EN VENTA,"Arequipa, Arequipa, Arequipa",Área Construida : 96.00 m²,Área Ocupada : 96.00 m²,Pisos : 2,Habitaciones : 4,Baños : 1,Cocheras : 0,"S/. 248,570.00","USD 67,000.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Miraflores",Área Construida : 107.40 m²,Área Ocupada : 107.40 m²,Pisos : 2,Habitaciones : 3,Baños : 3,Cocheras : 1,"S/. 4,266.00","USD 1,150.00"
DEPARTAMENTO DUPLEX EN ALQUILER,"Lima, Lima, Miraflores",Área Construida : 134.83 m²,Área Ocupada : 203.73 m²,Pisos : 7,Habitaciones : 3,Baños : 3,Cocheras : 2,"S/. 5,936.00","USD 1,600.00"
LOCAL COMERCIAL EN VENTA,"Lima, Lima, San Juan de Lurigancho","Área Construida : 3,000.00 m²",Área Ocupada : 0 m²,Pisos : 1,Habitaciones : 1,Baños : 2,Cocheras : 5,"S/. 144,690.00","USD 39,000.00"
MINIDEPARTAMENTO EN ALQUILER,"Arequipa, Arequipa, Arequipa",Área Construida : 7.00 m²,Área Ocupada : 7.00 m²,Pisos : 2,Habitaciones : 1,Baños : 1,Cocheras : 0,S/. 400.00,USD 107.00
CASA EN VENTA,"Lima, Lima, San Martin de Porres",Área Terreno : 50.00 m2,Área Construida : 98.00 m²,Pisos : 3,Habitaciones : 6,Baños : 3,Cocheras : 0,"S/. 285,670.00","USD 77,000.00"
OFICINA EN ALQUILER,"Lima, Lima, Comas",Área Construida : 90.00 m²,Área Ocupada : 90.00 m²,Pisos : 4,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 1,000.00",USD 268.00
CASA URBANA EN VENTA,"Cusco, Urubamba, Urubamba",Área Terreno : 719.23 m2,Área Construida : 137.97 m²,Pisos : 0,Habitaciones : 3,Baños : 3,Cocheras : 0,"S/. 1'072,190.00","USD 289,000.00"
DEPARTAMENTO FLAT EN ALQUILER,"Lima, Lima, Lima",Área Construida : 32.60 m²,Área Ocupada : 32.60 m²,Pisos : 3,Habitaciones : 1,Baños : 1,Cocheras : 0,"S/. 1,855.00",USD 500.00
LOCAL COMERCIAL EN ALQUILER,"Lima, Lima, San Juan de Lurigancho","Área Construida : 1,000.00 m²",Área Ocupada : 0 m²,Pisos : 1,Habitaciones : 1,Baños : 2,Cocheras : 5,"S/. 48,230.00","USD 13,000.00"
DEPARTAMENTO DUPLEX EN VENTA,"Lima, Lima, Los Olivos",Área Construida : 82.36 m²,Área Ocupada : 100.28 m²,Pisos : 1,Habitaciones : 3,Baños : 2,Cocheras : 0,"S/. 500,850.00","USD 135,000.00"
CASA URBANA EN VENTA,"San Martin, San Martín, La Banda de Shilcayo",Área Terreno : 112.80 m2,Área Construida : 120.00 m²,Pisos : 0,Habitaciones : 0,Baños : 0,Cocheras : 0,"S/. 320,000.00","USD 86,021.00"
MINIDEPARTAMENTO EN ALQUILER,"Arequipa, Arequipa, Jose Luis Bustamante Y Rivero",Área Construida : 7.00 m²,Área Ocupada : 7.00 m²,Pisos : 2,Habitaciones : 1,Baños : 1,Cocheras : 0,S/. 600.00,USD 161.00
MINIDEPARTAMENTO EN ALQUILER,"Arequipa, Arequipa, Arequipa",Área Construida : 8.00 m²,Área Ocupada : 8.00 m²,Pisos : 2,Habitaciones : 1,Baños : 1,Cocheras : 0,S/. 600.00,USD 161.00
DEPARTAMENTO EN CONDOMINIO EN ALQUILER,"Lima, Lima, Magdalena del Mar",Área Construida : 47.73 m²,Área Ocupada : 47.73 m²,Pisos : 11,Habitaciones : 1,Baños : 1,Cocheras : 0,"S/. 2,500.00",USD 672.00
MINIDEPARTAMENTO EN ALQUILER,"Arequipa, Arequipa, Arequipa",Área Construida : 7.00 m²,Área Ocupada : 7.00 m²,Pisos : 2,Habitaciones : 1,Baños : 1,Cocheras : 0,S/. 400.00,USD 107.00
